PO_ID,Supplier_ID,Raw_Material_ID,Order_Date,Order_Quantity,Unit_Cost,Delivery_Date_Planned,Delivery_Date_Actual,Total_Cost
PO001021,SUP00081,PROD00140,2023-01-12,15,22.914609298591028,2023-01-24,2023-01-25,343.71913947886543
PO001022,SUP00016,PROD00080,2023-11-03,11,68.65579199057156,2023-11-23,2023-11-26,755.2137118962871
PO001023,SUP00015,PROD00039,2023-10-15,8,48.71572884970066,2023-10-27,2023-11-01,389.7258307976053
PO001024,SUP00004,PROD00070,2021-08-20,10,58.834138013801024,2021-09-11,2021-09-14,588.3413801380102
PO001025,SUP00029,PROD00152,2021-10-11,11,34.61654182096113,2021-11-01,2021-10-30,380.78196003057246
PO001026,SUP00057,PROD00085,2021-09-08,14,69.08129613673418,2021-09-29,2021-10-03,967.1381459142785
PO001027,SUP00082,PROD00182,2021-09-29,8,69.69379077259497,2021-10-12,2021-10-16,557.5503261807597
PO001028,SUP00094,PROD00137,2021-09-30,13,46.81713977676572,2021-10-21,2021-10-26,608.6228170979543
PO001029,SUP00015,PROD00172,2023-11-08,14,12.250083408894122,2023-11-19,2023-11-24,171.5011677245177
PO001030,SUP00030,PROD00150,2022-01-14,12,46.16468185489462,2022-01-31,2022-02-01,553.9761822587354
PO001031,SUP00068,PROD00191,2023-07-19,12,37.19831546532683,2023-08-06,2023-08-09,446.37978558392194
PO001032,SUP00096,PROD00095,2021-04-19,3,46.38111868830132,2021-05-10,2021-05-08,139.14335606490397
PO001033,SUP00016,PROD00095,2024-02-22,5,39.71429744828983,2024-03-07,2024-03-11,198.57148724144912
PO001034,SUP00026,PROD00058,2023-10-30,12,61.0055169169724,2023-11-11,2023-11-14,732.0662030036688
PO001035,SUP00046,PROD00140,2022-04-21,5,63.36333217667614,2022-05-05,2022-05-05,316.8166608833807
PO001036,SUP00038,PROD00011,2021-12-17,15,14.22872157256018,2022-01-04,2022-01-09,213.43082358840272
PO001037,SUP00040,PROD00182,2021-06-17,10,52.42892760444199,2021-07-11,2021-07-09,524.2892760444199
PO001038,SUP00051,PROD00181,2022-08-16,9,17.8276503500417,2022-09-09,2022-09-09,160.4488531503753
PO001039,SUP00052,PROD00068,2021-12-25,19,19.099107449606443,2022-01-18,2022-01-23,362.8830415425224
PO001040,SUP00087,PROD00109,2023-08-03,13,8.614482290850699,2023-08-26,2023-08-23,111.98826978105909
PO001041,SUP00034,PROD00111,2022-04-10,16,42.043868140421466,2022-05-04,2022-05-05,672.7018902467435
PO001042,SUP00018,PROD00067,2023-11-13,13,42.27546829009793,2023-12-04,2023-12-10,549.5810877712731
PO001043,SUP00088,PROD00036,2021-02-16,13,48.12187971194271,2021-03-06,2021-03-04,625.5844362552552
PO001044,SUP00014,PROD00048,2022-11-21,7,19.2096297332578,2022-12-14,2022-12-16,134.4674081328046
PO001045,SUP00040,PROD00192,2021-02-19,13,61.94414823771794,2021-03-15,2021-03-16,805.2739270903332
PO001046,SUP00084,PROD00105,2022-02-10,15,19.616243975689436,2022-02-23,2022-02-23,294.24365963534154
PO001047,SUP00042,PROD00110,2021-05-05,13,55.80093830135881,2021-05-29,2021-05-31,725.4121979176646
PO001048,SUP00059,PROD00121,2021-10-26,9,34.95576657638441,2021-11-15,2021-11-12,314.6018991874597
PO001049,SUP00039,PROD00002,2023-08-05,7,13.759365528843048,2023-08-25,2023-08-22,96.31555870190134
PO001050,SUP00022,PROD00036,2022-07-11,9,57.64426904174576,2022-07-22,2022-07-24,518.7984213757118
PO001051,SUP00009,PROD00180,2022-08-11,8,12.585273192662466,2022-08-29,2022-08-29,100.68218554129973
PO001052,SUP00033,PROD00129,2021-06-29,8,23.155143066853963,2021-07-10,2021-07-13,185.2411445348317
PO001053,SUP00013,PROD00070,2023-11-03,8,14.819663621212888,2023-11-14,2023-11-13,118.5573089697031
PO001054,SUP00013,PROD00096,2022-06-23,8,36.90724833442706,2022-07-05,2022-07-03,295.2579866754165
PO001055,SUP00009,PROD00040,2022-07-25,15,62.06503366748097,2022-08-18,2022-08-16,930.9755050122145
PO001056,SUP00003,PROD00037,2021-06-09,10,32.284738321237214,2021-06-22,2021-06-27,322.84738321237216
PO001057,SUP00012,PROD00137,2021-05-01,10,27.233427911481257,2021-05-12,2021-05-13,272.3342791148126
PO001058,SUP00034,PROD00018,2021-12-19,9,44.64722360556036,2022-01-04,2022-01-06,401.8250124500433
PO001059,SUP00060,PROD00193,2022-12-22,12,46.222563535280976,2023-01-03,2023-01-09,554.6707624233717
PO001060,SUP00045,PROD00048,2021-02-17,11,74.35763651272514,2021-03-02,2021-02-27,817.9340016399765
PO001061,SUP00098,PROD00009,2021-06-30,9,18.8159609894274,2021-07-20,2021-07-19,169.3436489048466
PO001062,SUP00031,PROD00158,2022-07-25,8,35.27006996493957,2022-08-13,2022-08-14,282.1605597195166
PO001063,SUP00084,PROD00015,2022-03-19,15,15.781142952225753,2022-04-09,2022-04-08,236.7171442833863
PO001064,SUP00100,PROD00192,2022-09-13,5,18.485796598653693,2022-10-07,2022-10-11,92.42898299326846
PO001065,SUP00095,PROD00180,2023-10-02,10,19.39006294674103,2023-10-25,2023-10-23,193.90062946741028
PO001066,SUP00080,PROD00051,2021-04-01,9,39.22051779915425,2021-04-24,2021-04-21,352.9846601923883
PO001067,SUP00066,PROD00008,2023-03-10,10,67.68696330842663,2023-04-02,2023-04-02,676.8696330842663
PO001068,SUP00031,PROD00084,2021-06-21,16,77.9791665058112,2021-07-08,2021-07-12,1247.666664092979
PO001069,SUP00064,PROD00184,2023-05-02,12,75.5306643205547,2023-05-13,2023-05-14,906.3679718466565
PO001070,SUP00088,PROD00195,2023-05-19,10,48.3087260311847,2023-05-31,2023-06-05,483.087260311847
PO001071,SUP00080,PROD00022,2023-10-03,14,69.39074030873935,2023-10-16,2023-10-16,971.470364322351
PO001072,SUP00027,PROD00130,2023-11-24,9,42.894187975604794,2023-12-05,2023-12-02,386.04769178044313
PO001073,SUP00015,PROD00129,2023-04-17,7,49.06333801026618,2023-05-02,2023-05-04,343.44336607186324
PO001074,SUP00096,PROD00049,2022-01-11,16,34.65664334039198,2022-01-21,2022-01-18,554.5062934462717
PO001075,SUP00076,PROD00165,2023-01-01,9,6.379350968964213,2023-01-13,2023-01-13,57.41415872067792
PO001076,SUP00091,PROD00100,2022-03-08,8,60.794569418120865,2022-03-26,2022-04-01,486.3565553449669
PO001077,SUP00056,PROD00088,2021-02-27,9,48.8487465182543,2021-03-23,2021-03-24,439.6387186642887
PO001078,SUP00098,PROD00086,2022-07-23,13,71.66045093150052,2022-08-16,2022-08-18,931.5858621095067
PO001079,SUP00080,PROD00017,2022-04-05,8,9.892172182618257,2022-04-22,2022-04-28,79.13737746094606
PO001080,SUP00074,PROD00090,2021-05-13,7,20.447902291407438,2021-06-05,2021-06-06,143.13531603985206
PO001081,SUP00067,PROD00194,2021-08-26,7,67.87018516427078,2021-09-12,2021-09-12,475.09129614989547
PO001082,SUP00068,PROD00082,2021-01-27,10,79.37968145737224,2021-02-20,2021-02-21,793.7968145737225
PO001083,SUP00043,PROD00192,2023-03-25,11,73.92688675154524,2023-04-11,2023-04-14,813.1957542669976
PO001084,SUP00016,PROD00129,2023-05-07,10,68.78722788644386,2023-05-24,2023-05-23,687.8722788644386
PO001085,SUP00087,PROD00029,2021-12-27,7,78.219665831343,2022-01-09,2022-01-12,547.5376608194009
PO001086,SUP00092,PROD00113,2021-08-05,13,18.41324111908508,2021-08-16,2021-08-15,239.37213454810603
PO001087,SUP00033,PROD00002,2021-01-10,10,51.27170383092498,2021-01-22,2021-01-28,512.7170383092498
PO001088,SUP00034,PROD00057,2023-03-31,10,60.50797416015274,2023-04-17,2023-04-16,605.0797416015274
PO001089,SUP00070,PROD00173,2023-01-02,13,32.308175967125436,2023-01-18,2023-01-23,420.00628757263064
PO001090,SUP00085,PROD00019,2021-05-27,9,41.24194814535154,2021-06-18,2021-06-15,371.1775333081639
PO001091,SUP00021,PROD00039,2021-12-22,8,9.906142147121082,2022-01-04,2022-01-10,79.24913717696866
PO001092,SUP00050,PROD00079,2022-01-01,7,33.27085473042595,2022-01-17,2022-01-18,232.89598311298167
PO001093,SUP00011,PROD00002,2022-07-02,9,77.22674256315166,2022-07-26,2022-07-23,695.040683068365
PO001094,SUP00026,PROD00118,2021-09-07,16,28.92544744786435,2021-09-24,2021-09-24,462.8071591658296
PO001095,SUP00070,PROD00195,2023-03-08,15,14.992155530501883,2023-03-18,2023-03-18,224.88233295752823
PO001096,SUP00063,PROD00103,2023-06-27,10,72.66740336030954,2023-07-18,2023-07-15,726.6740336030954
PO001097,SUP00040,PROD00128,2022-09-26,8,9.978086197253717,2022-10-12,2022-10-18,79.82468957802973
PO001098,SUP00005,PROD00069,2022-05-09,16,19.106383990611263,2022-05-22,2022-05-22,305.7021438497802
PO001099,SUP00076,PROD00032,2021-09-08,6,78.51940138563879,2021-09-22,2021-09-25,471.1164083138327
PO001100,SUP00019,PROD00056,2022-06-26,10,55.15789361720481,2022-07-09,2022-07-11,551.5789361720481
PO001101,SUP00095,PROD00038,2024-03-18,11,28.41820292822093,2024-03-30,2024-03-31,312.6002322104302
PO001102,SUP00092,PROD00094,2022-02-20,11,53.68147522680405,2022-03-11,2022-03-13,590.4962274948446
PO001103,SUP00032,PROD00020,2024-03-17,9,60.84960482176886,2024-04-01,2024-03-30,547.6464433959197
PO001104,SUP00098,PROD00134,2023-10-27,7,23.206452577201517,2023-11-06,2023-11-05,162.44516804041064
PO001105,SUP00015,PROD00165,2021-05-14,7,50.443144127419274,2021-06-04,2021-06-02,353.10200889193493
PO001106,SUP00059,PROD00066,2021-05-21,15,60.472957819545606,2021-06-14,2021-06-15,907.0943672931841
PO001107,SUP00048,PROD00120,2022-05-10,9,7.581870179764349,2022-05-29,2022-05-31,68.23683161787913
PO001108,SUP00075,PROD00089,2023-05-23,13,58.02028659333397,2023-06-11,2023-06-16,754.2637257133416
PO001109,SUP00016,PROD00052,2022-02-22,11,68.43542716160981,2022-03-14,2022-03-19,752.7896987777079
PO001110,SUP00070,PROD00177,2023-04-01,8,44.14869537644832,2023-04-19,2023-04-25,353.1895630115866
PO001111,SUP00052,PROD00109,2022-09-09,10,72.54907692821453,2022-10-02,2022-10-08,725.4907692821453
PO001112,SUP00047,PROD00157,2022-06-22,13,31.088519860356556,2022-07-05,2022-07-08,404.1507581846352
PO001113,SUP00033,PROD00078,2023-11-14,10,77.19619560985687,2023-12-03,2023-12-05,771.9619560985687
PO001114,SUP00061,PROD00001,2023-05-27,10,51.27480958220861,2023-06-15,2023-06-14,512.7480958220862
PO001115,SUP00043,PROD00148,2022-06-20,18,53.22405640273203,2022-07-14,2022-07-18,958.0330152491765
PO001116,SUP00002,PROD00125,2023-03-12,12,73.34016033619478,2023-03-25,2023-03-24,880.0819240343374
PO001117,SUP00063,PROD00025,2024-01-23,10,66.49389817836874,2024-02-07,2024-02-13,664.9389817836874
PO001118,SUP00054,PROD00065,2023-10-01,8,74.27366293455525,2023-10-13,2023-10-14,594.189303476442
PO001119,SUP00017,PROD00017,2023-02-20,13,72.86421754782549,2023-03-04,2023-03-05,947.2348281217314
PO001120,SUP00017,PROD00001,2024-01-23,9,40.03659475329373,2024-02-04,2024-02-06,360.32935277964356
PO001121,SUP00068,PROD00175,2022-06-02,9,51.56132076428038,2022-06-23,2022-06-24,464.0518868785234
PO001122,SUP00054,PROD00029,2021-09-19,9,6.44241962801596,2021-10-13,2021-10-18,57.981776652143644
PO001123,SUP00096,PROD00142,2023-07-10,10,14.999175379889364,2023-08-03,2023-08-05,149.99175379889363
PO001124,SUP00035,PROD00111,2024-01-13,9,53.37914304409582,2024-02-06,2024-02-03,480.4122873968624
PO001125,SUP00050,PROD00023,2023-10-14,8,35.1458758892413,2023-10-28,2023-10-25,281.1670071139304
PO001126,SUP00088,PROD00038,2023-09-12,13,62.08847837476481,2023-09-25,2023-09-30,807.1502188719426
PO001127,SUP00075,PROD00117,2023-12-18,11,20.44039743186445,2023-12-29,2023-12-31,224.84437175050897
PO001128,SUP00048,PROD00104,2024-02-24,8,40.64575413217916,2024-03-08,2024-03-07,325.16603305743325
PO001129,SUP00021,PROD00057,2022-03-16,9,53.14991312588731,2022-04-06,2022-04-07,478.3492181329858
PO001130,SUP00016,PROD00091,2024-03-18,10,47.92155125088917,2024-04-09,2024-04-09,479.2155125088917
PO001131,SUP00056,PROD00025,2021-02-27,14,29.88721047836066,2021-03-14,2021-03-12,418.42094669704926
PO001132,SUP00018,PROD00023,2021-05-13,11,25.356941314767433,2021-06-04,2021-06-01,278.92635446244174
PO001133,SUP00006,PROD00036,2023-11-18,16,5.09506742675805,2023-12-11,2023-12-12,81.5210788281288
PO001134,SUP00016,PROD00050,2022-01-17,10,34.62858865628017,2022-02-04,2022-02-06,346.2858865628017
PO001135,SUP00041,PROD00018,2021-10-10,10,3.8478569823238855,2021-10-26,2021-10-27,38.47856982323886
PO001136,SUP00039,PROD00146,2022-03-21,9,23.589004660346646,2022-04-03,2022-04-08,212.3010419431198
PO001137,SUP00079,PROD00055,2023-10-13,7,71.04360593810503,2023-10-25,2023-10-29,497.3052415667352
PO001138,SUP00063,PROD00063,2023-10-24,15,3.08803892145103,2023-11-11,2023-11-12,46.32058382176545
PO001139,SUP00029,PROD00116,2021-06-10,14,25.954715953708707,2021-07-01,2021-06-28,363.3660233519219
PO001140,SUP00028,PROD00072,2022-09-17,15,38.41127421025132,2022-10-02,2022-09-29,576.1691131537698
PO001141,SUP00043,PROD00105,2021-04-01,6,55.418365225126266,2021-04-23,2021-04-28,332.5101913507576
PO001142,SUP00058,PROD00070,2023-03-23,7,38.12313095776224,2023-04-07,2023-04-12,266.8619167043357
PO001143,SUP00033,PROD00146,2022-12-09,14,58.244083211637545,2022-12-22,2022-12-23,815.4171649629257
PO001144,SUP00078,PROD00188,2023-06-21,12,37.61402395123014,2023-07-09,2023-07-11,451.36828741476165
PO001145,SUP00096,PROD00037,2021-09-26,15,59.66871616591416,2021-10-11,2021-10-09,895.0307424887125
PO001146,SUP00094,PROD00133,2021-07-20,17,19.233283220199958,2021-08-01,2021-08-03,326.9658147433993
PO001147,SUP00050,PROD00188,2023-05-11,11,16.66445692119803,2023-05-31,2023-05-30,183.30902613317835
PO001148,SUP00040,PROD00028,2022-08-18,9,9.956256984569224,2022-08-31,2022-09-05,89.60631286112302
PO001149,SUP00050,PROD00001,2023-01-31,8,44.000597014069875,2023-02-18,2023-02-21,352.004776112559
PO001150,SUP00031,PROD00084,2021-08-24,14,15.744419465422913,2021-09-03,2021-09-03,220.4218725159208
PO001151,SUP00083,PROD00152,2023-05-19,10,11.097661708431307,2023-05-31,2023-05-29,110.97661708431306
PO001152,SUP00038,PROD00192,2021-05-22,11,52.47459697912474,2021-06-06,2021-06-11,577.2205667703721
PO001153,SUP00067,PROD00196,2023-10-02,12,17.128522593001186,2023-10-19,2023-10-22,205.54227111601423
PO001154,SUP00053,PROD00152,2022-03-15,15,40.99185897199562,2022-03-26,2022-03-30,614.8778845799343
PO001155,SUP00012,PROD00054,2023-08-21,12,37.03617949966227,2023-09-12,2023-09-14,444.4341539959472
PO001156,SUP00066,PROD00090,2021-10-04,8,35.28062590083931,2021-10-24,2021-10-30,282.2450072067145
PO001157,SUP00075,PROD00079,2022-11-16,10,15.802787961207473,2022-12-05,2022-12-08,158.02787961207474
PO001158,SUP00026,PROD00061,2022-07-30,11,39.005884149739025,2022-08-16,2022-08-15,429.06472564712925
PO001159,SUP00068,PROD00116,2022-04-26,12,77.61257399738588,2022-05-09,2022-05-13,931.3508879686306
PO001160,SUP00087,PROD00071,2021-09-22,11,64.69057241506042,2021-10-03,2021-10-01,711.5962965656646
PO001161,SUP00083,PROD00161,2021-01-08,12,6.063928844569324,2021-01-29,2021-02-02,72.76714613483188
PO001162,SUP00084,PROD00134,2022-03-03,8,13.55229716579909,2022-03-15,2022-03-16,108.41837732639272
PO001163,SUP00088,PROD00093,2023-09-10,9,16.32981785532091,2023-10-02,2023-10-03,146.96836069788822
PO001164,SUP00029,PROD00113,2023-08-10,9,9.391636760419873,2023-08-25,2023-08-23,84.52473084377885
PO001165,SUP00046,PROD00176,2021-12-17,9,54.02543618657772,2022-01-07,2022-01-11,486.2289256791995
PO001166,SUP00099,PROD00043,2023-03-06,10,6.694829977541194,2023-03-17,2023-03-19,66.94829977541194
PO001167,SUP00023,PROD00161,2023-09-20,11,79.79727815153865,2023-10-01,2023-09-29,877.7700596669251
PO001168,SUP00093,PROD00022,2021-07-05,17,40.876541890507006,2021-07-24,2021-07-29,694.9012121386191
PO001169,SUP00038,PROD00099,2022-05-12,19,40.34021468456211,2022-05-29,2022-05-31,766.4640790066801
PO001170,SUP00001,PROD00095,2022-02-01,12,15.72349698508028,2022-02-14,2022-02-14,188.68196382096335
PO001171,SUP00090,PROD00156,2022-05-06,12,18.721015347875245,2022-05-19,2022-05-24,224.65218417450293
PO001172,SUP00019,PROD00183,2022-06-25,16,24.747368738597714,2022-07-11,2022-07-12,395.95789981756343
PO001173,SUP00002,PROD00140,2021-05-30,17,74.21213107435318,2021-06-15,2021-06-13,1261.6062282640041
PO001174,SUP00015,PROD00181,2022-08-15,11,36.60662599827068,2022-09-01,2022-09-04,402.67288598097747
PO001175,SUP00020,PROD00064,2023-06-20,13,54.591936609088236,2023-07-04,2023-07-03,709.695175918147
PO001176,SUP00034,PROD00043,2022-03-14,10,22.15929695951162,2022-04-03,2022-04-05,221.59296959511622
PO001177,SUP00030,PROD00090,2024-04-06,6,32.657749876910245,2024-04-19,2024-04-18,195.94649926146147
PO001178,SUP00092,PROD00038,2022-11-24,10,8.350613736137586,2022-12-10,2022-12-09,83.50613736137586
PO001179,SUP00002,PROD00058,2022-02-04,9,73.94182715067457,2022-02-19,2022-02-22,665.4764443560712
PO001180,SUP00037,PROD00012,2022-09-12,12,53.67254411513629,2022-09-29,2022-10-05,644.0705293816354
PO001181,SUP00064,PROD00080,2022-08-10,10,3.0479058126466088,2022-08-31,2022-09-04,30.479058126466086
PO001182,SUP00095,PROD00175,2024-01-12,15,49.1248437975267,2024-01-29,2024-02-01,736.8726569629005
PO001183,SUP00009,PROD00057,2024-02-08,14,12.859587676427903,2024-02-18,2024-02-24,180.03422746999064
PO001184,SUP00021,PROD00040,2021-02-06,11,66.71273420009302,2021-02-18,2021-02-18,733.8400762010233
PO001185,SUP00092,PROD00132,2021-03-12,3,40.49032960660786,2021-03-23,2021-03-28,121.47098881982357
PO001186,SUP00043,PROD00185,2021-11-28,12,16.953590460409256,2021-12-20,2021-12-25,203.44308552491106
PO001187,SUP00036,PROD00099,2021-09-21,6,3.2362247800969026,2021-10-09,2021-10-11,19.417348680581416
PO001188,SUP00064,PROD00128,2021-02-09,10,63.60137868340724,2021-02-24,2021-02-23,636.0137868340724
PO001189,SUP00076,PROD00119,2023-04-24,9,63.155606970870586,2023-05-08,2023-05-14,568.4004627378353
PO001190,SUP00019,PROD00070,2022-05-31,10,8.056905245001863,2022-06-16,2022-06-19,80.56905245001863
PO001191,SUP00059,PROD00191,2023-09-23,15,42.148967281697935,2023-10-04,2023-10-05,632.2345092254691
PO001192,SUP00023,PROD00003,2022-10-08,14,66.56423519773537,2022-10-26,2022-11-01,931.8992927682953
PO001193,SUP00006,PROD00112,2023-02-26,12,21.849057973472846,2023-03-20,2023-03-19,262.1886956816742
PO001194,SUP00027,PROD00130,2023-02-10,12,17.957513019441542,2023-02-24,2023-02-25,215.4901562332985
PO001195,SUP00047,PROD00023,2021-01-15,16,32.309280856139246,2021-02-02,2021-02-01,516.9484936982279
PO001196,SUP00067,PROD00148,2021-04-14,12,19.929219864458766,2021-05-04,2021-05-02,239.1506383735052
PO001197,SUP00055,PROD00141,2021-01-09,5,50.01103104035445,2021-01-26,2021-01-29,250.05515520177227
PO001198,SUP00086,PROD00082,2024-01-20,6,69.235403612394,2024-01-31,2024-01-28,415.41242167436394
PO001199,SUP00054,PROD00120,2023-09-18,9,43.70489797100261,2023-10-04,2023-10-10,393.34408173902347
PO001200,SUP00059,PROD00198,2023-09-23,10,26.11934263871848,2023-10-10,2023-10-14,261.1934263871848
PO001201,SUP00074,PROD00029,2023-03-01,10,4.107817104425119,2023-03-12,2023-03-17,41.07817104425119
PO001202,SUP00003,PROD00101,2021-10-02,12,30.484638119086533,2021-10-15,2021-10-17,365.8156574290384
PO001203,SUP00081,PROD00020,2023-06-25,11,53.29981360412259,2023-07-11,2023-07-12,586.2979496453485
PO001204,SUP00033,PROD00183,2023-01-26,14,74.26005017556417,2023-02-18,2023-02-23,1039.6407024578984
PO001205,SUP00017,PROD00038,2024-03-05,8,66.79972093789011,2024-03-16,2024-03-16,534.3977675031209
PO001206,SUP00078,PROD00023,2021-06-07,8,15.939703510510563,2021-06-27,2021-06-25,127.5176280840845
PO001207,SUP00077,PROD00162,2022-02-19,12,35.741358321095916,2022-03-10,2022-03-10,428.896299853151
PO001208,SUP00060,PROD00150,2024-04-09,14,60.37234144768866,2024-04-24,2024-04-26,845.2127802676413
PO001209,SUP00093,PROD00072,2023-03-22,11,17.53797813831534,2023-04-08,2023-04-11,192.91775952146872
PO001210,SUP00014,PROD00027,2022-11-23,6,49.595615294231294,2022-12-10,2022-12-14,297.57369176538776
PO001211,SUP00008,PROD00133,2021-04-18,11,34.719485552320265,2021-05-06,2021-05-09,381.9143410755229
PO001212,SUP00030,PROD00096,2024-04-09,16,17.68174344727368,2024-05-03,2024-05-08,282.90789515637886
PO001213,SUP00100,PROD00084,2021-03-06,9,22.523986668211656,2021-03-16,2021-03-20,202.7158800139049
PO001214,SUP00076,PROD00098,2022-09-04,12,6.032653771940609,2022-09-18,2022-09-24,72.39184526328731
PO001215,SUP00090,PROD00175,2021-09-08,10,31.785042111796166,2021-09-28,2021-09-26,317.8504211179617
PO001216,SUP00080,PROD00056,2023-07-23,10,74.06569135271522,2023-08-10,2023-08-08,740.6569135271523
PO001217,SUP00075,PROD00011,2023-02-02,5,45.382594630313875,2023-02-23,2023-02-25,226.91297315156936
PO001218,SUP00003,PROD00006,2022-11-21,17,65.94824106061006,2022-12-03,2022-12-04,1121.120098030371
PO001219,SUP00030,PROD00049,2023-08-07,7,31.638727776359328,2023-08-21,2023-08-21,221.4710944345153
PO001220,SUP00031,PROD00052,2021-11-27,11,15.110547960190189,2021-12-07,2021-12-12,166.21602756209208
PO001221,SUP00025,PROD00063,2021-06-28,14,56.792406062854056,2021-07-12,2021-07-12,795.0936848799568
PO001222,SUP00090,PROD00057,2022-01-11,17,70.26401150541777,2022-02-02,2022-02-07,1194.488195592102
PO001223,SUP00050,PROD00022,2021-06-26,9,61.95723115250121,2021-07-11,2021-07-11,557.6150803725109
PO001224,SUP00047,PROD00149,2021-04-20,11,53.55432869473576,2021-05-10,2021-05-13,589.0976156420934
PO001225,SUP00018,PROD00175,2024-03-14,7,37.69860036494108,2024-03-27,2024-04-01,263.8902025545876
PO001226,SUP00061,PROD00184,2021-06-01,7,61.35153392000236,2021-06-14,2021-06-17,429.46073744001654
PO001227,SUP00084,PROD00109,2023-04-12,13,24.95633340627351,2023-05-06,2023-05-07,324.43233428155565
PO001228,SUP00091,PROD00065,2022-08-27,12,3.3978266325375217,2022-09-12,2022-09-12,40.77391959045026
PO001229,SUP00025,PROD00096,2023-02-16,10,30.715221326197263,2023-03-11,2023-03-10,307.15221326197263
PO001230,SUP00048,PROD00189,2022-10-05,13,52.45256034971676,2022-10-29,2022-11-01,681.8832845463179
PO001231,SUP00100,PROD00003,2021-07-09,9,79.81214017548113,2021-07-20,2021-07-17,718.3092615793302
PO001232,SUP00090,PROD00081,2024-02-02,12,9.363219606266284,2024-02-18,2024-02-23,112.35863527519541
PO001233,SUP00059,PROD00126,2021-03-08,18,35.44528099124163,2021-03-28,2021-03-29,638.0150578423494
PO001234,SUP00046,PROD00172,2023-03-28,9,66.23278725517824,2023-04-13,2023-04-14,596.0950852966041
PO001235,SUP00023,PROD00041,2022-01-11,8,69.04843097509043,2022-01-28,2022-01-31,552.3874478007234
PO001236,SUP00026,PROD00038,2021-08-10,6,51.58472554623305,2021-08-28,2021-09-03,309.5083532773983
PO001237,SUP00017,PROD00180,2022-01-17,8,63.10760613513433,2022-02-04,2022-02-06,504.86084908107466
PO001238,SUP00073,PROD00168,2022-01-18,11,25.76412974022539,2022-01-29,2022-02-01,283.40542714247925
PO001239,SUP00081,PROD00128,2024-04-03,8,76.88853752927994,2024-04-25,2024-04-27,615.1083002342396
PO001240,SUP00064,PROD00024,2024-01-13,11,10.479068583668905,2024-01-30,2024-02-01,115.26975442035796
PO001241,SUP00083,PROD00001,2023-07-16,9,79.12728780378949,2023-07-30,2023-07-28,712.1455902341054
PO001242,SUP00060,PROD00032,2022-03-08,10,43.33711759828058,2022-03-28,2022-03-25,433.37117598280577
PO001243,SUP00037,PROD00147,2023-03-18,9,77.08545478698427,2023-04-02,2023-03-31,693.7690930828585
PO001244,SUP00040,PROD00044,2024-01-17,14,8.646819136663066,2024-02-06,2024-02-10,121.05546791328291
PO001245,SUP00043,PROD00014,2022-02-03,13,39.47835635694402,2022-02-27,2022-02-24,513.2186326402723
PO001246,SUP00011,PROD00064,2023-04-16,9,17.311725772247385,2023-05-04,2023-05-05,155.80553195022645
PO001247,SUP00048,PROD00162,2021-02-23,14,45.358628395581796,2021-03-09,2021-03-13,635.0207975381452
PO001248,SUP00013,PROD00038,2023-08-26,9,75.66371584821997,2023-09-09,2023-09-12,680.9734426339796
PO001249,SUP00092,PROD00043,2022-06-27,10,61.14507960960204,2022-07-20,2022-07-18,611.4507960960204
PO001250,SUP00010,PROD00042,2023-02-21,7,47.65073522686117,2023-03-04,2023-03-09,333.5551465880282
PO001251,SUP00087,PROD00012,2022-10-13,8,6.060701147248816,2022-11-05,2022-11-05,48.485609177990526
PO001252,SUP00031,PROD00097,2023-04-13,8,78.15179394682146,2023-05-06,2023-05-10,625.2143515745717
PO001253,SUP00095,PROD00117,2021-01-06,11,47.05306169502338,2021-01-29,2021-02-03,517.5836786452572
PO001254,SUP00019,PROD00042,2021-02-17,10,71.96161908417957,2021-03-02,2021-03-04,719.6161908417957
PO001255,SUP00074,PROD00016,2021-06-08,9,58.23775530315812,2021-07-02,2021-06-29,524.1397977284231
PO001256,SUP00069,PROD00173,2021-10-01,7,32.68460553830755,2021-10-24,2021-10-24,228.79223876815286
PO001257,SUP00096,PROD00009,2021-04-20,3,33.08808608990414,2021-05-09,2021-05-11,99.26425826971241
PO001258,SUP00025,PROD00085,2023-01-05,10,71.7810796806611,2023-01-18,2023-01-15,717.8107968066109
PO001259,SUP00066,PROD00163,2023-05-12,11,55.59473011530448,2023-05-25,2023-05-22,611.5420312683493
PO001260,SUP00087,PROD00021,2024-03-17,10,9.107105092984696,2024-03-31,2024-04-06,91.07105092984696
PO001261,SUP00050,PROD00133,2024-03-04,11,67.82139808931979,2024-03-27,2024-04-01,746.0353789825176
PO001262,SUP00045,PROD00091,2022-08-23,5,24.054079814803934,2022-09-12,2022-09-14,120.27039907401968
PO001263,SUP00076,PROD00077,2024-04-13,7,45.092280504453576,2024-04-23,2024-04-22,315.645963531175
PO001264,SUP00008,PROD00099,2022-09-30,20,12.536730149232229,2022-10-17,2022-10-19,250.73460298464457
PO001265,SUP00084,PROD00016,2023-10-08,21,27.01390654417157,2023-10-24,2023-10-24,567.292037427603
PO001266,SUP00017,PROD00147,2022-10-22,11,28.39119972603028,2022-11-08,2022-11-14,312.3031969863331
PO001267,SUP00066,PROD00169,2022-12-15,18,72.6344514726658,2022-12-29,2022-12-27,1307.4201265079844
PO001268,SUP00089,PROD00108,2022-06-05,8,48.58153226835536,2022-06-22,2022-06-20,388.6522581468429
